389,389,-800,850.0
389,389,-750,800.0
389,389,-700,750.0
389,389,-650,700.0
389,389,-600,650.0
389,389,-550,600.0
389,389,-500,550.0
389,389,-450,500.0
389,389,-400,450.0
389,389,-350,400.0
389,389,-300,350.0
389,389,-250,300.0
389,389,-200,250.0
389,389,-150,200.0
389,389,-100,150.0
389,389,-50,100.0
378,378,-750,820.038991867
378,378,-700,770.038991867
378,378,-650,720.038991867
378,378,-600,670.038991867
378,378,-550,620.038991867
378,378,-500,570.038991867
378,378,-450,520.038991867
378,378,-400,470.038991867
378,378,-350,420.038991867
378,378,-300,370.038991867
378,378,-250,320.038991867
378,378,-200,270.038991867
378,378,-150,210.078283876
378,378,-100,160.078283876
378,378,-50,100.0
378,378,0,50.0
368,368,-700,790.077983733
368,368,-650,740.077983733
368,368,-600,690.077983733
368,368,-550,640.077983733
368,368,-500,590.077983733
368,368,-450,540.077983733
368,368,-400,490.077983733
368,368,-350,440.077983733
368,368,-300,370.156567752
368,368,-250,320.156567752
368,368,-200,270.156567752
368,368,-150,220.156567752
368,368,-100,150.0
368,368,-50,100.0
368,368,0,50.0
368,368,50,0.0
368,418,-700,790.077983733
368,418,-650,740.077983733
368,418,-600,690.077983733
368,418,-550,640.077983733
368,418,-500,590.077983733
368,418,-450,540.077983733
368,418,-400,490.077983733
368,418,-350,440.077983733
368,418,-300,370.156567752
368,418,-250,320.156567752
368,418,-200,270.156567752
368,418,-150,220.156567752
368,418,-100,150.0
368,418,-50,100.0
368,418,0,50.0
368,418,50,0.0
418,368,-700,809.922016267
418,368,-650,759.922016267
418,368,-600,709.922016267
418,368,-550,659.922016267
418,368,-500,609.922016267
418,368,-450,559.922016267
418,368,-400,509.922016267
418,368,-350,459.922016267
418,368,-300,409.922016267
418,368,-250,359.922016267
418,368,-200,309.922016267
418,368,-150,279.843432248
418,368,-100,229.843432248
418,368,-50,200.0
418,368,0,150.0
418,368,50,100.0
418,418,-700,809.922016267
418,418,-650,759.922016267
418,418,-600,709.922016267
418,418,-550,659.922016267
418,418,-500,609.922016267
